location_raw,district,sensitivity_zone,OPERATION START DATE,OPERATION END DATE,start_date,end_date,duration_days,year,month,year_month,policy_era,intervention_primary,intervention_secondary,is_mixed_intervention,not_executed,is_self_closure,with_outreach,spatial_notes,location_type,location_for_geocoding,latitude,longitude,geocode_source,geocode_notes,intervention_raw
50th Ave between E 12th St & San Leandro St,D5,High,"June 16, 2025","June 20, 2025",2025-06-16,2025-06-20,4,2025,6,2025-06,post_newsom_order,Closure,,False,False,False,False,,intersection,"50th Avenue between E 12th Street & San Leandro Street, Oakland, CA",37.76701475,-122.21138225,overpass_midpoint,,Closure
49th Ave between International Blvd and San Leandro St,D5,High,"June 16, 2025","June 20, 2025",2025-06-16,2025-06-20,4,2025,6,2025-06,post_newsom_order,Closure,,False,False,False,False,,intersection,"49th Avenue between International Boulevard and San Leandro Street, Oakland, CA",37.76839705,-122.21114215,overpass_midpoint,,Closure
20th St between West St and Brush St,D3,High,"June 10, 2025","June 13, 2025",2025-06-10,2025-06-13,3,2025,6,2025-06,post_newsom_order,Closure,,False,False,False,False,,intersection,"20th Street between West Street and Brush Street, Oakland, CA",37.8113043,-122.2764832,overpass_midpoint,"regeocoded_tight_bbox:37.63,-122.38,37.9,-122.11",Closure
19th St between West St and Brush St,D3,High,"June 10, 2025","June 13, 2025",2025-06-10,2025-06-13,3,2025,6,2025-06,post_newsom_order,Closure,,False,False,False,False,,intersection,"19th Street between West Street and Brush Street, Oakland, CA",37.81066965,-122.27688525,overpass_midpoint,,Closure
21st St between West St and Brush St,D3,High,"June 10, 2025","June 13, 2025",2025-06-10,2025-06-13,3,2025,6,2025-06,post_newsom_order,Closure,,False,False,False,False,,intersection,"21st Street between West Street and Brush Street, Oakland, CA",37.81194655,-122.2760774,overpass_midpoint,,Closure
22nd St between West St and Brush St,D3,High,"June 10, 2025","June 13, 2025",2025-06-10,2025-06-13,3,2025,6,2025-06,post_newsom_order,Closure,,False,False,False,False,,intersection,"22nd Street between West Street and Brush Street, Oakland, CA",37.81258475,-122.27567135,overpass_midpoint,,Closure
Brush St between 19th St and 20th St,D3,High,"June 10, 2025","June 13, 2025",2025-06-10,2025-06-13,3,2025,6,2025-06,post_newsom_order,Closure,,False,False,False,False,,intersection,"Brush Street between 19th Street and 20th Street, Oakland, CA",37.8107649,-122.27611535,overpass_midpoint,,Closure
Brush St between 20th St and 21st St,D3,High,"June 10, 2025","June 13, 2025",2025-06-10,2025-06-13,3,2025,6,2025-06,post_newsom_order,Closure,,False,False,False,False,,intersection,"Brush Street between 20th Street and 21st Street, Oakland, CA",37.81140205,-122.2757064,overpass_midpoint,,Closure
Brush St between 21st St and 22nd St,D3,High,"June 10, 2025","June 13, 2025",2025-06-10,2025-06-13,3,2025,6,2025-06,post_newsom_order,Closure,,False,False,False,False,,intersection,"Brush Street between 21st Street and 22nd Street, Oakland, CA",37.81203995,-122.27529625,overpass_midpoint,,Closure
W Grand Ave between Brush St & San Pablo Ave,D3,High,"June 10, 2025","June 13, 2025",2025-06-10,2025-06-13,3,2025,6,2025-06,post_newsom_order,Deep Cleaning,,False,False,False,False,,intersection,"West Grand Avenue between Brush Street & San Pablo Avenue, Oakland, CA",37.81295235,-122.274703,overpass_endpoint_cross1,,Deep Cleaning
Brush St between 23rd St & W Grand Ave,D3,High,"June 10, 2025","June 13, 2025",2025-06-10,2025-06-13,3,2025,6,2025-06,post_newsom_order,Deep Cleaning,,False,False,False,False,,intersection,"Brush Street between 23rd Street & West Grand Avenue, Oakland, CA",37.8133487,-122.2744523,overpass_endpoint_cross1,,Deep Cleaning
Median at 2300 Brush St,D3,High,"June 10, 2025","June 13, 2025",2025-06-10,2025-06-13,3,2025,6,2025-06,post_newsom_order,Deep Cleaning,,False,False,False,False,,named_place,"Median at 2300 Brush Street, Oakland, CA",37.8132,-122.27442,manual_input,manual_input,Deep Cleaning
Brush St between 22nd St and W Grand Ave,D3,High,"June 10, 2025","June 13, 2025",2025-06-10,2025-06-13,3,2025,6,2025-06,post_newsom_order,Closure,,False,False,False,False,,intersection,"Brush Street between 22nd Street and West Grand Avenue, Oakland, CA",37.812655475,-122.27489805,overpass_midpoint,,Closure
27th St between Market St and San Pablo ave,D3,High,"June 09, 2025","June 10, 2025",2025-06-09,2025-06-10,1,2025,6,2025-06,post_newsom_order,Closure,,False,False,False,False,,intersection,"27th Street between Market Street and San Pablo ave, Oakland, CA",37.81767553,-122.27658314,overpass_midpoint,,Closure
85th Ave between International Blvd & A St,D7,High,"June 09, 2025","June 13, 2025",2025-06-09,2025-06-13,4,2025,6,2025-06,post_newsom_order,Closure,,False,False,False,False,,intersection,"85th Avenue between International Boulevard & A Street, Oakland, CA",37.75295755,-122.1780832,overpass_midpoint,,Closure
86th Ave between International Blvd & A St,D7,High,"June 09, 2025","June 13, 2025",2025-06-09,2025-06-13,4,2025,6,2025-06,post_newsom_order,Closure,,False,False,False,False,,intersection,"86th Avenue between International Boulevard & A Street, Oakland, CA",37.752220425,-122.177551425,overpass_midpoint,,Closure
A St between 85th Ave and 86th Ave,D7,High,"June 09, 2025","June 13, 2025",2025-06-09,2025-06-13,4,2025,6,2025-06,post_newsom_order,Closure,,False,False,False,False,,intersection,"A Street between 85th Avenue and 86th Avenue, Oakland, CA",37.7517225,-122.1783894,overpass_endpoint_cross2,,Closure
International Blvd between 85th Ave and 86th Ave,D7,High,"June 09, 2025","June 13, 2025",2025-06-09,2025-06-13,4,2025,6,2025-06,post_newsom_order,Closure,,False,False,False,False,,intersection,"International Boulevard between 85th Avenue and 86th Avenue, Oakland, CA",37.753077625,-122.176963525,overpass_midpoint,,Closure
MLK between W MacArthur Blvd and 37th St,D3,High,"June 09, 2025","June 10, 2025",2025-06-09,2025-06-10,1,2025,6,2025-06,post_newsom_order,Closure,,False,False,False,False,,intersection,"Martin Luther King Jr Boulevard between West MacArthur Boulevard and 37th Street, Oakland, CA",37.8267436,-122.269207775,overpass_midpoint,"regeocoded_tight_bbox:37.63,-122.38,37.9,-122.11",Closure
37th St between MLK and West St,D3,High,"June 09, 2025","June 10, 2025",2025-06-09,2025-06-10,1,2025,6,2025-06,post_newsom_order,Closure,,False,False,False,False,,intersection,"37th Street between Martin Luther King Jr Boulevard and West Street, Oakland, CA",37.8263008,-122.2693189,overpass_endpoint_cross1,,Closure
Cul de sac at 37th St and MLK,D3,High,"June 09, 2025","June 10, 2025",2025-06-09,2025-06-10,1,2025,6,2025-06,post_newsom_order,Closure,,False,False,False,False,,intersection,"Cul de sac at 37th Street and Martin Luther King Jr Boulevard, Oakland, CA",37.8263008,-122.2693189,overpass_direct,"regeocoded_tight_bbox:37.63,-122.38,37.9,-122.11",Closure
Market Street between 27th Street and Mead Avenue,D3,High,"June 09, 2025","June 10, 2025",2025-06-09,2025-06-10,1,2025,6,2025-06,post_newsom_order,Closure,,False,False,False,False,,intersection,"Market Street between 27th Street and Mead Avenue, Oakland, CA",37.81675335,-122.2778504,overpass_midpoint,,Closure
San Pablo St between 27th St and Mead Ave,D3,High,"June 09, 2025","June 10, 2025",2025-06-09,2025-06-10,1,2025,6,2025-06,post_newsom_order,Closure,,False,False,False,False,,intersection,"San Pablo Street between 27th Street and Mead Avenue, Oakland, CA",37.81712258,-122.275400065,overpass_midpoint,,Closure
Mead Avenue between Market Street and San Pablo Avenue,D3,High,"June 09, 2025","June 10, 2025",2025-06-09,2025-06-10,1,2025,6,2025-06,post_newsom_order,Closure,,False,False,False,False,,intersection,"Mead Avenue between Market Street and San Pablo Avenue, Oakland, CA",37.8162004,-122.276667325,overpass_midpoint,,Closure
Milton St between Market St and San Pablo Ave,D3,High,"June 09, 2025","June 10, 2025",2025-06-09,2025-06-10,1,2025,6,2025-06,post_newsom_order,Closure,,False,False,False,False,,intersection,"Milton Street between Market Street and San Pablo Avenue, Oakland, CA",37.816971975,-122.27663855,overpass_midpoint,,Closure
2121 E. 12th St/23rd Ave and E. 12th St,D2,High,"June 09, 2025","June 13, 2025",2025-06-09,2025-06-13,4,2025,6,2025-06,post_newsom_order,Closure,,False,False,False,False,,address,"2121 East 12th Street, Oakland, CA",37.7842999,-122.2400942,nominatim,,Closure
San Pablo Ave between 62nd St and 63rd St,D1,High,"June 05, 2025","June 06, 2025",2025-06-05,2025-06-06,1,2025,6,2025-06,post_newsom_order,Closure,,False,False,False,False,,intersection,"San Pablo Avenue between 62nd Street and 63rd Street, Oakland, CA",37.845302975,-122.284479075,overpass_midpoint,"regeocoded_tight_bbox:37.63,-122.38,37.9,-122.11",Closure
San Pablo Ave between 61st St and 62nd St,D1,High,"June 05, 2025","June 06, 2025",2025-06-05,2025-06-06,1,2025,6,2025-06,post_newsom_order,Closure,,False,False,False,False,,intersection,"San Pablo Avenue between 61st Street and 62nd Street, Oakland, CA",37.844374800000004,-122.284180325,overpass_midpoint,"regeocoded_tight_bbox:37.63,-122.38,37.9,-122.11",Closure
46th St between Dover and Shuttuck Ave,D1,High,"June 05, 2025","June 06, 2025",2025-06-05,2025-06-06,1,2025,6,2025-06,post_newsom_order,Closure,,False,False,False,False,,intersection,"46th Street between Dover and Shuttuck Avenue, Oakland, CA",37.8339859,-122.2651174,overpass_endpoint_cross1,,Closure
47th St between Dover and Shuttuck Ave,D1,High,"June 05, 2025","June 06, 2025",2025-06-05,2025-06-06,1,2025,6,2025-06,post_newsom_order,Closure,,False,False,False,False,,intersection,"47th Street between Dover and Shuttuck Avenue, Oakland, CA",37.8345952,-122.2649641,overpass_endpoint_cross1,,Closure
E 12th St & 23rd Ave,D2,High,"June 03, 2025","June 04, 2025",2025-06-03,2025-06-04,1,2025,6,2025-06,post_newsom_order,Closure,,False,False,False,False,,named_place,"E 12th Street & 23rd Avenue, Oakland, CA",37.7822649,-122.2365832,nominatim,,Closure
E 12th St between 22nd Ave and 23rd Ave,D2,High,"June 03, 2025","June 04, 2025",2025-06-03,2025-06-04,1,2025,6,2025-06,post_newsom_order,Closure,,False,False,False,False,,intersection,"E 12th Street between 22nd Avenue and 23rd Avenue, Oakland, CA",37.78331034166666,-122.23806228333332,overpass_midpoint,,Closure
8th Ave between E 11th St & E 12th St,D2,High,"June 02, 2025","June 06, 2025",2025-06-02,2025-06-06,4,2025,6,2025-06,post_newsom_order,Closure,,False,False,False,False,,intersection,"8th Avenue between E 11th Street & E 12th Street, Oakland, CA",37.79253545,-122.2527914,overpass_midpoint,,Closure
8th Ave between E 10th St & E 11th St,D2,High,"June 02, 2025","June 06, 2025",2025-06-02,2025-06-06,4,2025,6,2025-06,post_newsom_order,Closure,,False,False,False,False,,intersection,"8th Avenue between E 10th Street & E 11th Street, Oakland, CA",37.791867749999994,-122.2537194,overpass_midpoint,,Closure
8th Ave between E 8th St & E 10th St,D2,High,"June 02, 2025","June 06, 2025",2025-06-02,2025-06-06,4,2025,6,2025-06,post_newsom_order,Closure,,False,False,False,False,,intersection,"8th Avenue between E 8th Street & E 10th Street, Oakland, CA",37.791272275,-122.25451405,overpass_midpoint,,Closure
E 11th St between 10th Ave and 11th Ave,D2,High,"June 02, 2025","June 06, 2025",2025-06-02,2025-06-06,4,2025,6,2025-06,post_newsom_order,Closure,,False,False,False,False,,intersection,"E 11th Street between 10th Avenue and 11th Avenue, Oakland, CA",37.7903647,-122.2511869,overpass_midpoint,,Closure
E 11th St between 9th Ave and 10th Ave,D2,High,"June 02, 2025","June 06, 2025",2025-06-02,2025-06-06,4,2025,6,2025-06,post_newsom_order,Closure,,False,False,False,False,,intersection,"E 11th Street between 9th Avenue and 10th Avenue, Oakland, CA",37.7910986,-122.25203005,overpass_midpoint,,Closure
E 11th St between 8th Ave and 9th Ave,D2,High,"June 02, 2025","June 06, 2025",2025-06-02,2025-06-06,4,2025,6,2025-06,post_newsom_order,Closure,,False,False,False,False,,intersection,"E 11th Street between 8th Avenue and 9th Avenue, Oakland, CA",37.79182785,-122.2528552,overpass_midpoint,,Closure
E 10th St between 8th Ave and 9th Ave,D2,High,"June 02, 2025","June 06, 2025",2025-06-02,2025-06-06,4,2025,6,2025-06,post_newsom_order,Closure,,False,False,False,False,,intersection,"E 10th Street between 8th Avenue and 9th Avenue, Oakland, CA",37.7911898,-122.25376885,overpass_midpoint,,Closure
E 10th St between 9th Ave and E 8th St,D2,High,"June 02, 2025","June 06, 2025",2025-06-02,2025-06-06,4,2025,6,2025-06,post_newsom_order,Closure,,False,False,False,False,,intersection,"E 10th Street between 9th Avenue and E 8th Street, Oakland, CA",37.7906625,-122.2530989,overpass_midpoint,,Closure
85th Ave between International Blvd & A St,D7,High,"June 02, 2025","June 06, 2025",2025-06-02,2025-06-06,4,2025,6,2025-06,post_newsom_order,Closure,,False,False,False,False,,intersection,"85th Avenue between International Boulevard & A Street, Oakland, CA",37.75295755,-122.1780832,overpass_midpoint,,Closure
86th Ave between International Blvd & A St,D7,High,"June 02, 2025","June 06, 2025",2025-06-02,2025-06-06,4,2025,6,2025-06,post_newsom_order,Closure,,False,False,False,False,,intersection,"86th Avenue between International Boulevard & A Street, Oakland, CA",37.752220425,-122.177551425,overpass_midpoint,,Closure
A St between 85th Ave and 86th Ave,D7,High,"June 02, 2025","June 06, 2025",2025-06-02,2025-06-06,4,2025,6,2025-06,post_newsom_order,Closure,,False,False,False,False,,intersection,"A Street between 85th Avenue and 86th Avenue, Oakland, CA",37.7517225,-122.1783894,overpass_endpoint_cross2,,Closure
International Blvd between 85th Ave and 86th Ave,D7,High,"June 02, 2025","June 06, 2025",2025-06-02,2025-06-06,4,2025,6,2025-06,post_newsom_order,Closure,,False,False,False,False,,intersection,"International Boulevard between 85th Avenue and 86th Avenue, Oakland, CA",37.753077625,-122.176963525,overpass_midpoint,,Closure
Franklin St & 6th St,D3,High,"June 02, 2025","June 03, 2025",2025-06-02,2025-06-03,1,2025,6,2025-06,post_newsom_order,Closure,,False,False,False,False,,named_place,"Franklin Street & 6th Street, Oakland, CA",37.7959501,-122.2749126,nominatim,,Closure
9th Ave between E 10th St & E 11th St,D2,High,"June 02, 2025","June 06, 2025",2025-06-02,2025-06-06,4,2025,6,2025-06,post_newsom_order,Closure,,False,False,False,False,,intersection,"9th Avenue between E 10th Street & E 11th Street, Oakland, CA",37.7911499,-122.25290465,overpass_midpoint,,Closure
E. 12th Median : 14th Ave to 19th Ave,D2,High,"June 02, 2025","June 06, 2025",2025-06-02,2025-06-06,4,2025,6,2025-06,post_newsom_order,Closure,,False,False,False,False,,named_place,"East 12th Median, Oakland, CA",37.787496,-122.2452294,manual_input,manual_input,Closure
15th Ave between Solano Way and International Blvd,D2,High,"June 02, 2025","June 06, 2025",2025-06-02,2025-06-06,4,2025,6,2025-06,post_newsom_order,Closure,,False,False,False,False,,intersection,"15th Avenue between Solano Way and International Boulevard, Oakland, CA",37.788767,-122.2454514,overpass_midpoint,,Closure
15th Ave between E 12th St and Solano Way,D2,High,"June 02, 2025","June 06, 2025",2025-06-02,2025-06-06,4,2025,6,2025-06,post_newsom_order,Closure,,False,False,False,False,,intersection,"15th Avenue between E 12th Street and Solano Way, Oakland, CA",37.7883514,-122.2458386,overpass_midpoint,,Closure
16th Ave between Solano Way and International Blvd,D2,High,"June 02, 2025","June 06, 2025",2025-06-02,2025-06-06,4,2025,6,2025-06,post_newsom_order,Closure,,False,False,False,False,,intersection,"16th Avenue between Solano Way and International Boulevard, Oakland, CA",37.7881456,-122.24440045,overpass_midpoint,,Closure
16th Ave between E 12th St and Solano Way,D2,High,"June 02, 2025","June 06, 2025",2025-06-02,2025-06-06,4,2025,6,2025-06,post_newsom_order,Closure,,False,False,False,False,,intersection,"16th Avenue between E 12th Street and Solano Way, Oakland, CA",37.7875046,-122.2449844,overpass_endpoint_cross1,,Closure
17th Ave between Solano Way and International Blvd,D2,High,"June 02, 2025","June 06, 2025",2025-06-02,2025-06-06,4,2025,6,2025-06,post_newsom_order,Closure,,False,False,False,False,,intersection,"17th Avenue between Solano Way and International Boulevard, Oakland, CA",37.7875077,-122.2433428,overpass_midpoint,,Closure
17th Ave between E 12th St and Solano Way,D2,High,"June 02, 2025","June 06, 2025",2025-06-02,2025-06-06,4,2025,6,2025-06,post_newsom_order,Closure,,False,False,False,False,,intersection,"17th Avenue between E 12th Street and Solano Way, Oakland, CA",37.7870946,-122.2437311,overpass_midpoint,,Closure
18th Ave between Solano Way and International Blvd,D2,High,"June 02, 2025","June 06, 2025",2025-06-02,2025-06-06,4,2025,6,2025-06,post_newsom_order,Closure,,False,False,False,False,,intersection,"18th Avenue between Solano Way and International Boulevard, Oakland, CA",37.786879799999994,-122.2422978,overpass_midpoint,,Closure
